helper,function,date,set_no_internal,ref_no,cs_no,area,sales_area,hospital,doctor,brand,product,case_date,case_time,sending_date,due_time,courier,recipient,set_no,box_no,return_box,case_used,confirm_email,current_day,notice_return,status,status_date,remark
Sigma 3.5,,06-09-23,,,,BKK,SALES_009,HOSP_414,DR_296,Sigma 3.5,PMT+PLT,06-09-23,20:00,06-09-23,,,,S10,,,,,3/18/2026,,Received,9/7/2023,
Sigma 5.0,,07-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_222,Sigma 5.0,DF,07-09-23,13:30,07-09-23,,,,L21,BM01,√,ใช้,,3/18/2026,,Received,9/8/2023,
Sigma 3.5,,07-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_555,Sigma 3.5,Fibular,08-09-23,20:00,07-09-23,,,,S70,BS01,√,ใช้,,3/18/2026,,Received,9/11/2023,
Stryker T5T6,,07-09-23,,REF_MASKED,,UPC,SALES_012,HOSP_426,DR_2064,Stryker T5T6,Variax hand,08-09-23,9:00,07-09-23,,,,H1,BS08,√,ใช้,,3/18/2026,,Received,9/11/2023,มีเคสใช้ต่อ 12/9/2023
Stryker T8T10,,07-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Stryker T8T10,Foot and ankle,08-09-23,12:30,07-09-23,,,,FA2,BS09,√,คืนครบ,,3/18/2026,,Received,9/30/2023,มีเคสผ่าวันศุกร์ 15/9/2023
Auxein EF,,07-09-23,,REF_MASKED,,BKK,SALES_006,HOSP_228,DR_355,Auxein EF,Expert femur,08-09-23,9:00,07-09-23,,,,12,ฟ้าใหญ่,√,ใช้,,3/18/2026,,Received,9/8/2023,
Auxein EF,,07-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_400,DR_764,Auxein EF,Expert femur,08-09-23,7:00,07-09-23,,,,1,BB00,√,ใช้,,3/18/2026,,Received,9/11/2023,
Sigma 3.5,,07-09-23,,REF_MASKED,,UPC,SALES_018,HOSP_497,DR_762,Sigma 3.5,PH,12-09-23,11:00,07-09-23,,,,S35,GM05,√,ใช้,,3/18/2026,,Received,9/20/2023,
Stryker T8,,07-09-23,,REF_MASKED,,UPC,SALES_025,HOSP_483,DR_759,Stryker T8,Distal radius T8,09-09-23,18:00,07-09-23,,,,35,ฟ้าเล็ก,√,ใช้,,3/18/2026,,Received,9/11/2023,
Sigma 3.5,,07-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_400,DR_764,Sigma 3.5,DMT+DAT,08-09-23,7:00,07-09-23,,,,S57,-,-,ใช้,,3/18/2026,,Received,9/11/2023,
Sigma Nail,,07-09-23,,REF_MASKED,,BKK,SALES_002,HOSP_120,DR_142,Sigma Nail,PFNA SL,08-09-23,14:00,07-09-23,,,,N16,GL03,√,ใช้,,3/18/2026,,Received,9/11/2023,
Auxein EF,,07-09-23,,,,BKK,SALES_006,HOSP_228,DR_355,Auxein EF,Expert femur,08-09-23,9:00,07-09-23,,,,15,BB15,√,คืนครบ,,3/18/2026,,Received,9/8/2023,
Auxein EF,,11-09-23,,REF_MASKED,,UPC,SALES_013,HOSP_458,DR_797,Auxein EF,Expert femur,09-09-23,10:00,08-09-23,,,,5,BB06,√,ใช้,,3/18/2026,,Received,9/21/2023,
Sigma 2.7/3.5,,11-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_316,DR_131,Sigma 2.7/3.5,Elbow,11-09-23,13:00,09-09-23,,,,7,-,-,ใช้,,3/18/2026,,Received,9/12/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_222,Sigma 3.5,PMT+PLT,11-09-23,9:00,09-09-23,,,,S9,เขียวเล็ก,√,ใช้,,3/18/2026,,Received,9/12/2023,
Sigma 2.7/3.5,,11-09-23,,REF_MASKED,,BKK,SALES_001,HOSP_417,DR_421,Sigma 2.7/3.5,Clavicle + Hook,08-09-23,21:30,08-09-23,,,,12,เขียวเล็ก,√,,,3/18/2026,,Received,9/11/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,UPC,SALES_021,HOSP_124,DR_282,Sigma 3.5,Fibular,13-09-23,9:00,11-09-23,,,,S71,BS11,√,ใช้,,3/18/2026,,Received,9/15/2023,
Sigma 5.0,,11-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Sigma 5.0,DF,11-09-23,-,10-09-23,,,,L32,GM07,√,คืนครบ,,3/18/2026,,Received,9/21/2023,
Stryker T5T6,,11-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Stryker T5T6,Variax hand,11-09-23,-,10-09-23,,,,H2,BS05,√,คืนครบ,,3/18/2026,,Received,11/10/2023,วางทำเคสยาว
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_155,DR_355,Sigma 3.5,PMT+PLT,10-09-23,15:30,10-09-23,,,,S31,น้ำเงินใหญ่,√,ใช้,,3/18/2026,,Received,9/11/2023,
Stryker T8,,11-09-23,,REF_MASKED,,BKK,SALES_006,HOSP_228,DR_852,Stryker T8,Distal radius T8,12-09-23,9:00,11-09-23,,,,26,BM09,√,ใช้,,3/18/2026,,Received,9/13/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_296,DR_083,Sigma 3.5,Small,11-09-23,9:00,08-09-23,,,,S47,-,-,ใช้,,3/18/2026,,Received,9/12/2023,
Auxein EF,,11-09-23,,REF_MASKED,,BKK,SALES_002,HOSP_065,DR_150,Auxein EF,Expert femur,11-09-23,11:00,09-09-23,,,,8,BB01,√,ใช้,,3/18/2026,,Received,,
Stryker T8,,11-09-23,,REF_MASKED,,BKK,SALES_006,HOSP_228,DR_852,Stryker T8,Distal radius T8,12-09-23,9:00,11-09-23,,,,40,BM09,√,ใช้,,3/18/2026,,Received,9/13/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_296,DR_083,Sigma 3.5,PMT+PLT,11-09-23,9:00,09-09-23,,,,S68,-,√,ใช้,,3/18/2026,,Received,9/12/2023,
Auxein ET,,11-09-23,,REF_MASKED,,BKK,SALES_002,HOSP_060,DR_738,Auxein ET,Expert tibia,09-09-23,9:00,08-09-23,,,,12,BM23,√,ใช้,,3/18/2026,,Received,9/11/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_007,HOSP_450,DR_378,Sigma 3.5,DMT+DAT,08-09-23,13:00,08-09-23,,,,S51,BS09,√,ใช้,,3/18/2026,,Received,9/11/2023,
Sigma 5.0,,11-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_302,DR_083,Sigma 5.0,DF+PLT,10-09-23,18:30,10-09-23,,,,L33,-,√,ใช้,,3/18/2026,,Received,9/11/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_302,DR_083,Sigma 3.5,PH+Recon,10-09-23,18:30,10-09-23,,,,S58,-,√,ใช้,,3/18/2026,,Received,9/11/2023,
Auxein ET,,11-09-23,,REF_MASKED,,BKK,SALES_007,HOSP_195,DR_816,Auxein ET,Expert tibia,12-09-23,13:00,11-09-23,,,,16,BM25,√,ใช้,,3/18/2026,,Received,9/13/2023,
Sigma 5.0,,11-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_424,DR_555,Sigma 5.0,Broad + Narrow,22-09-23,20:30,10-09-23,,,,L16,BM04,√,คืนครบ,,3/18/2026,,Received,9/25/2023,"ผ่าเดิม 11/9/2023 , 14/9/2023 , 15/9/2023"
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_424,DR_555,Sigma 3.5,PH,22-09-23,20:30,10-09-23,,,,S10,BM04,√,คืนครบ,,3/18/2026,,Received,9/25/2023,"ผ่าเดิม 11/9/2023 , 14/9/2023 , 15/9/2023"
Auxein EF,,11-09-23,,REF_MASKED,,BKK,SALES_004,HOSP_078,DR_544,Auxein EF,Expert femur,12-09-23,10:00,10-09-23,,,,10,BB19,√,ใช้,,3/18/2026,,Received,9/15/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_296,DR_083,Sigma 3.5,Small,11-09-23,9:00,08-09-23,,,,S75,-,√,คืนครบ,,3/18/2026,,Received,9/12/2023,
Sigma 3.5,,11-09-23,,REF_MASKED,,BKK,SALES_007,HOSP_450,DR_378,Sigma 3.5,DMT,10-09-23,18:30,10-09-23,,,,S60,BS06,√,ใช้,,3/18/2026,,Received,9/11/2023,
Stryker T8,,11-09-23,,,,UPC,SALES_021,HOSP_328,DR_555,Stryker T8,Distal radius T8,16-09-23,16:00,09-09-23,,,,31,,√,คืนครบ,,3/18/2026,,Received,10/31/2023,"ผ่าเดิม 9/9/2023, 16/9/2023"
Auxein ET,,11-09-23,,,,BKK,SALES_004,HOSP_078,DR_544,Auxein ET,Expert tibia,12-09-23,10:00,10-09-23,,,,9,,,,,,,Cancel,Cancel,
Sigma Nail,,11-09-23,,,,BKK,SALES_002,HOSP_065,DR_150,Sigma Nail,PFNA SL,11-09-23,11:00,09-09-23,,,,N9,BL07,√,คืนครบ,,3/18/2026,,Received,,
Sigma 5.0,,11-09-23,,,,BKK,SALES_003,HOSP_155,DR_355,Sigma 5.0,PLT,10-09-23,15:30,10-09-23,,,,L57,น้ำเงินใหญ่,√,คืนครบ,,3/18/2026,,Received,9/11/2023,
Auxein EF,,11-09-23,,,,BKK,SALES_005,HOSP_296,DR_083,Auxein EF,Expert femur,11-09-23,9:00,08-09-23,,,,13,,,,,3/18/2026,,Received,9/12/2023,
Stryker T8,,12-09-23,,REF_MASKED,,UPC,SALES_018,HOSP_074,DR_674,Stryker T8,Distal radius T8,12-09-23,13:00,11-09-23,,,,9,เขียวเล็ก,BS14,ใช้,,3/18/2026,,Received,9/13/2023,
Sigma Nail,,12-09-23,,REF_MASKED,,UPC,SALES_011,HOSP_498,DR_596,Sigma Nail,PFNA SL,13-09-23,9:00,12-09-23,,,,N15,GM06,,,,3/18/2026,,Received,9/21/2023,
Stryker T10,,12-09-23,,REF_MASKED,,UPC,SALES_011,HOSP_493,DR_080,Stryker T10,Calcaneus T10,13-09-23,13:00,12-09-23,,,,4,ฟ้าเล็ก,√,ใช้,,3/18/2026,,Received,9/21/2023,ผู้แทนเข้า Pack พรุ่งนี้ 22/9/2023
Sigma Nail,,12-09-23,,REF_MASKED,,UPC,SALES_014,HOSP_431,-,Sigma Nail,PFNA SL,13-09-23,13:00,12-09-23,,,,N23,BL06,√,คืนครบ,,3/18/2026,,Received,9/14/2023,
Stryker T8,,12-09-23,,REF_MASKED,,UPC,SALES_017,HOSP_356,-,Stryker T8,Distal radius T8,20-09-23,-,11-09-23,,,,10,เขียวเล็ก,√,คืนครบ,,3/18/2026,,Received,,ใช้เดิม 20/9/2023
Stryker T8,,12-09-23,,REF_MASKED,,UPC,SALES_025,HOSP_483,DR_591,Stryker T8,Distal radius T8,15-09-23,10:00,12-09-23,,,,38,BS15,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 3.5,,12-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_400,DR_764,Sigma 3.5,PH,13-09-23,6:30,12-09-23,,,,S8,น้ำเงินเล็ก,,,,3/18/2026,,Received,9/22/2023,
Auxein EF,,12-09-23,,REF_MASKED,,BKK,SALES_007,HOSP_145,DR_748,Auxein EF,Expert femur,12-09-23,13:00,11-09-23,,,,7,BB16,√,ใช้,,3/18/2026,,Received,9/13/2023,
Sigma 7.3,,12-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_487,Sigma 7.3,PF,13-09-23,20:00,12-09-23,,,,9,GM01,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 5.0,,12-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_147,DR_089,Sigma 5.0,DF+Broad+Narrow,12-09-23,16:00,12-09-23,,,,L1,BM08,,ใช้,,3/18/2026,,Received,9/15/2023,
Sigma 3.5,,12-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_296,DR_241,Sigma 3.5,DMT+DAT,13-09-23,9:00,12-09-23,,,,S65,-,√,ใช้,,3/18/2026,,Received,9/15/2023,รอทางผู้แทนเข้า Pack ของ
Sigma 3.5,,12-09-23,,REF_MASKED,,BKK,SALES_006,HOSP_205,DR_355,Sigma 3.5,PMT+PLT,14-09-23,13:00,13-09-23,,,,33,เขียวเล็ก,√,ใช้,,3/18/2026,,Received,9/14/2023,
Sigma Nail,,12-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_217,DR_759,Sigma Nail,PFNA SL,14-09-23,9:00,13-09-23,,,,N16,ฟ้ากลาง,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 2.7/3.5,,12-09-23,,,,UPC,SALES_020,HOSP_257,DR_222,Sigma 2.7/3.5,Elbow,13-09-23,21:00,12-09-23,,,,12,,,,,3/18/2026,,Received,9/14/2023,
Sigma 2.7/3.5,,12-09-23,,,,BKK,SALES_007,HOSP_145,DR_748,Sigma 2.7/3.5,Elbow,12-09-23,13:00,11-09-23,,,,10,BB16,√,คืนครบ,,3/18/2026,,Received,9/13/2023,
Sigma 2.7/3.5,,13-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Sigma 2.7/3.5,Clavicle + Hook,14-09-23,-,13-09-23,,,,13,BM00,√,ใช้,,3/18/2026,,Received,9/21/2023,
Auxein DUH,,13-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Auxein DUH,Distal ulnar hook,14-09-23,13:00,13-09-23,,,,-,BS05,GM07,คืนครบ,,3/18/2026,,Received,9/21/2023,
Sigma 5.0,,13-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_472,DR_537,Sigma 5.0,Broad + Narrow,14-09-23,11:00,14-09-23,,,,L54,BB16,√,คืนครบ,,3/18/2026,,Received,9/15/2023,
Sigma Nail,,13-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_472,DR_537,Sigma Nail,PFNA SL,15-09-23,-,14-09-23,,,,N4,BB01,ตรง,คืนครบ,,3/18/2026,,Received,9/22/2023,
Sigma 3.5,,13-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_472,DR_537,Sigma 3.5,DMT+DAT,14-09-23,11:00,14-09-23,,,,S70,BB01,√,คืนครบ,,3/18/2026,,Received,9/18/2023,
Auxein Fix,,13-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_101,DR_837,Auxein Fix,Radial head neck,14-09-23,11:00,13-09-23,,,,03,BS00,√,ใช้,,3/18/2026,,Received,9/14/2023,
Sigma Nail,,13-09-23,,REF_MASKED,,BKK,SALES_001,HOSP_417,DR_170,Sigma Nail,PFNA SL,13-09-23,14:00,13-09-23,,,,N14,BB15,√,คืนครบ,,3/18/2026,,Received,9/14/2023,
Sigma 7.3,,13-09-23,,REF_MASKED,,BKK,SALES_001,HOSP_417,DR_170,Sigma 7.3,PF,13-09-23,14:00,13-09-23,,,,24,BB15,√,ใช้,,3/18/2026,,Received,9/14/2023,
Sigma 5.0,,13-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_217,DR_759,Sigma 5.0,PLT,14-09-23,14:00,13-09-23,,,,L3,BM09,√,คืนครบ,,3/18/2026,,Received,9/18/2023,
Stryker T8,,13-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_487,Stryker T8,Distal radius T8,15-09-23,19:00,14-09-23,,,,36,BS16,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 3.5,,13-09-23,,,,UPC,SALES_015,HOSP_471,DR_245,Sigma 3.5,PH,14-09-23,-,13-09-23,,,,-,,,,,,,Cancel,Cancel,
Stryker T8,,13-09-23,,,,BKK,SALES_005,HOSP_214,-,Stryker T8,Distal radius T8,18-09-23,-,15-09-23,,,,39,ฟ้าเล็ก,,,,3/18/2026,,Received,9/20/2023,
Sigma 3.5,,14-09-23,,REF_MASKED,,UPC,SALES_013,HOSP_282,DR_193,Sigma 3.5,Postero,22-09-23,9:00,14-09-23,,,,S58,BS28,√,คืนครบ,,3/18/2026,,Received,9/27/2023,ผ่าเดิม 15/9/2023
Sigma 5.0,,14-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_487,Sigma 5.0,Narrow,15-09-23,19:00,14-09-23,,,,L30,BM19,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma Nail,,14-09-23,,REF_MASKED,,BKK,SALES_006,HOSP_462,DR_061,Sigma Nail,PFNA SL,14-09-23,14:00,14-09-23,,,,N9,GL01,,,,3/18/2026,,Received,9/15/2023,
Stryker T8,,14-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_505,Stryker T8,Distal radius T8,15-09-23,8:30,14-09-23,,,,26,-,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 5.0,,14-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_472,DR_537,Sigma 5.0,DF+Broad,15-09-23,-,15-09-23,,,,L58,BB16,,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 2.7/3.5,,14-09-23,,,,BKK,SALES_006,HOSP_056,DR_280,Sigma 2.7/3.5,Elbow,18-09-23,-,15-09-23,,,,7,,,,,3/18/2026,,Received,9/18/2023,
Sigma Nail,,14-09-23,,,,BKK,SALES_003,HOSP_472,DR_537,Sigma Nail,PFNA SL,15-09-23,-,15-09-23,,,,N21,BB16,√,คืนครบ,,3/18/2026,,Received,9/22/2023,
Sigma Nail,,14-09-23,,,,BKK,SALES_004,HOSP_478,DR_344,Sigma Nail,Retrograde,14-09-23,13:30,14-09-23,,,,R1,BM11,√,คืนครบ,,3/18/2026,,Received,9/18/2023,
Sigma 3.5,,15-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_298,DR_241,Sigma 3.5,PMT+PLT,18-09-23,9:00,18-09-23,,,,S31,-,,ใช้,,3/18/2026,,Received,9/20/2023,
Auxein Fix,,15-09-23,,REF_MASKED,,UPC,SALES_026,HOSP_366,DR_207,Auxein Fix,Radial head neck,20-09-23,9:00,16-09-23,,,,03,เขียวเล็ก,-,คืนครบ,,3/18/2026,,Received,29/9/2023,
Sigma 3.5,,15-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_222,Sigma 3.5,Fibular,18-09-23,9:00,16-09-23,,,,S9,BS14,√,ใช้,,3/18/2026,,Received,9/19/2023,
Sigma Nail,,15-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_257,DR_222,Sigma Nail,PFNA SL,17-09-23,20:30,17-09-23,,,,N20,BL07,√,ใช้,,3/18/2026,,Received,9/21/2023,
Sigma 2.7/3.5,,15-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_264,DR_2068,Sigma 2.7/3.5,Elbow,19-09-23,6:00,17-09-23,,,,10,BM02,√,ใช้,,3/18/2026,,Received,9/19/2023,
Stryker T8,,15-09-23,,REF_MASKED,,UPC,SALES_018,HOSP_074,DR_674,Stryker T8,Distal radius T8,19-09-23,13:00,17-09-23,,,,35,เขีียวกลาง,√,คืนครบ,,3/18/2026,,Received,9/21/2023,รอรับกลับวันที่ 22/9/2023
Auxein EF,,15-09-23,,REF_MASKED,,UPC,SALES_017,HOSP_356,DR_634,Auxein EF,Expert femur,18-09-23,16:00,17-09-23,,,,7,BB05,√,ใช้,,3/18/2026,,Received,9/20/2023,
Sigma Nail,,15-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_896,Sigma Nail,PFNA SL,18-09-23,9:30,16-09-23,,,,N16,น้ำเงินใหญ่,√,คืนครบ,,3/18/2026,,Received,9/30/2023,มีเคสใช้ต่อ
Stryker T10,,15-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Stryker T10,Fibular T10,19-09-23,-,15-09-23,,,,1,เขียวเล็ก,√,คืนครบ,,3/18/2026,,Received,9/21/2023,
Stryker T10,,15-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_245,Stryker T10,Calcaneus T10,19-09-23,-,16-09-23,,,,03,BM01,√,คืนครบ,,3/18/2026,,Received,9/30/2023,มีเคสใช้ต่อ
Sigma 5.0,,15-09-23,,REF_MASKED,,UPC,SALES_014,HOSP_241,DR_470,Sigma 5.0,PLT,16-09-23,20:00,15-09-23,,,,L57,น้ำเงินกลาง,√,คืนครบ,,3/18/2026,,Received,9/20/2023,
Sigma Nail,,15-09-23,,REF_MASKED,,UPC,SALES_013,HOSP_282,DR_193,Sigma Nail,PFNA SL,18-09-23,9:00,17-09-23,,,,N11,BL00,√,คืนครบ,,3/18/2026,,Received,9/21/2023,รอของไปเติม 20/9/2023
Auxein EF,,15-09-23,,REF_MASKED,,BKK,SALES_003,HOSP_270,DR_160,Auxein EF,Expert femur,17-09-23,14:00,17-09-23,,,,13,BB07,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 2.7/3.5,,15-09-23,,REF_MASKED,,BKK,SALES_001,HOSP_417,DR_421,Sigma 2.7/3.5,Clavicle + Hook,18-09-23,7:30,17-09-23,,,,4,ฟ้ากลาง,√,ใช้,,3/18/2026,,Received,9/18/2023,
Stryker T8,,15-09-23,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_555,Stryker T8,Distal radius T8,18-09-23,19:00,15-09-23,,,,41,น้ำเงินกลาง,√,ใช้,,3/18/2026,,Received,9/19/2023,
Sigma 5.0,,15-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_147,DR_089,Sigma 5.0,DF+Broad,15-09-23,18:00,15-09-23,,,,L14,น้ำเงินกลาง,√,ใช้,,3/18/2026,,Received,9/19/2023,
Sigma 2.7/3.5,,15-09-23,,REF_MASKED,,UPC,SALES_025,HOSP_213,DR_122,Sigma 2.7/3.5,Elbow,26-09-23,13:30,18-09-23,,,,5-1,2ข,√,ใช้,,3/18/2026,,Received,9/22/2023,"ผ่าเดิม 19/9/2023,22/9/2023"
Sigma 5.0,,15-09-23,,REF_MASKED,,UPC,SALES_013,HOSP_282,DR_193,Sigma 5.0,Wire mount,19-09-23,9:00,16-09-23,,,,-,-,√,คืนครบ,,3/18/2026,,Received,9/21/2023,
Auxein ET,,15-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_296,DR_241,Auxein ET,Expert tibia,18-09-23,9:00,17-09-23,,,,1,-,√,ใช้,,3/18/2026,,Received,9/21/2023,มีเคสใช้ต่อ
Sigma 2.7/3.5,,15-09-23,,,,BKK,SALES_006,HOSP_462,DR_336,Sigma 2.7/3.5,Clavcle,18-09-23,10:00,17-09-23,,,,8,,,,,3/18/2026,,Received,9/18/2023,
Sigma 3.5,,15-09-23,,,,UPC,SALES_014,HOSP_241,DR_470,Sigma 3.5,PMT+PLT,16-09-23,20:00,15-09-23,,,,S60,,,,,3/18/2026,,Received,9/20/2023,
Sigma 3.5,,15-09-23,,,,BKK,SALES_001,HOSP_417,DR_170,Sigma 3.5,DMT+DAT,16-09-23,10:00,15-09-23,,,,S47,BM05,√,ใช้,,3/18/2026,,Received,9/18/2023,
Auxein EF,,15-09-23,,,,BKK,SALES_003,HOSP_271,DR_160,Auxein EF,Expert femur,17-09-23,14:00,15-09-23,,,,8,BB00,√,ใช้,,3/18/2026,,Received,9/18/2023,
Sigma 3.5,,15-09-23,,,,BKK,SALES_005,HOSP_296,DR_241,Sigma 3.5,PMT+PLT,17-09-23,18:00,15-09-23,,,,S51,,,,,3/18/2026,,Received,9/20/2023,
Sigma 3.5,,15-09-23,,,,BKK,SALES_005,HOSP_302,DR_083,Sigma 3.5,Small + Recon,17-09-23,19:00,16-09-23,,,,S67,-,-,คืนครบ,,3/18/2026,,Received,9/19/2023,
Sigma 5.0,,15-09-23,,,,BKK,SALES_005,HOSP_296,DR_241,Sigma 5.0,Narrow,19-09-23,9:00,18-09-23,,,,L33,,,,,3/18/2026,,Received,10/11/2023,มีเคสใช้ต่อ
Auxein VA,,19-09-23,,REF_MASKED,,UPC,SALES_015,HOSP_471,DR_896,Auxein VA,Distal radius VA,19-09-23,-,18-09-23,,,,10,,√,คืนครบ,,3/18/2026,,Received,9/21/2023,
Sigma 3.5,,19-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_148,DR_089,Sigma 3.5,PMT+PLT,19-09-23,15:00,18-09-23,,,,S03,GM00,,,,3/18/2026,,Received,9/20/2023,
Sigma 5.0,,19-09-23,,REF_MASKED,,UPC,SALES_025,HOSP_213,DR_346,Sigma 5.0,DF,21-09-23,-,18-09-23,,,,L4,2ข,√,ใช้,,3/18/2026,,Received,,
Sigma Nail,,19-09-23,,REF_MASKED,,UPC,SALES_022,HOSP_383,DR_713,Sigma Nail,PFNA SL (เฉพาะ Implant),22-09-23,13:00,18-09-23,,,,-,ฟ้ากลาง,√,ใช้,,3/18/2026,,Received,9/27/2023,ผ่าเดิม 19/9/2023
Stryker T8,,19-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_071,DR_390,Stryker T8,Distal radius T8,19-09-23,-,18-09-23,,,,19,BM08,√,คืนครบ,,3/18/2026,,Received,9/22/2023,
Sigma Nail,,19-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_024,DR_665,Sigma Nail,PFNA SL,20-09-23,-,19-09-23,,,,N9,BL07,√,คืนครบ,,3/18/2026,,Received,9/25/2023,
Sigma Nail,,19-09-23,,REF_MASKED,,UPC,SALES_011,HOSP_489,DR_079,Sigma Nail,PFNA SL,20-09-23,-,18-09-23,,,,N8,BL14,√,คืนครบ,,3/18/2026,,Received,9/21/2023,
Sigma 2.7/3.5,,19-09-23,,REF_MASKED,,UPC,SALES_012,HOSP_058,DR_238,Sigma 2.7/3.5,Clavicle + Hook,20-09-23,20:30,18-09-23,,,,4,BM05,√,ใช้,,3/18/2026,,Received,9/21/2023,
Auxein EF,,19-09-23,,REF_MASKED,,UPC,SALES_014,HOSP_431,DR_169,Auxein EF,Expert femur,20-09-23,13:00,19-09-23,,,,01,BB06,√,ใช้,,3/18/2026,,Received,9/21/2023,
Auxein EF,,19-09-23,,REF_MASKED,,UPC,SALES_018,HOSP_137,DR_343,Auxein EF,Expert femur,21-09-23,9:30,19-09-23,,,,13,BB10,√,ใช้,,3/18/2026,,Received,10/5/2023,
Sigma 3.5,,19-09-23,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_608,Sigma 3.5,DMT+DAT,21-09-23,13:00,19-09-23,,,,S70,BB29,√,ใช้,,3/18/2026,,Received,9/25/2023,
Auxein ET,,19-09-23,,REF_MASKED,,BKK,SALES_007,HOSP_195,DR_816,Auxein ET,Expert tibia,19-09-23,16:00,18-09-23,,,,12,BM23,√,ใช้,,3/18/2026,,Received,9/20/2023,
Sigma 3.5,,19-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_335,DR_808,Sigma 3.5,PH,20-09-23,9:00,19-09-23,,,,S69,GS02,√,ใช้,,3/18/2026,,Received,9/22/2023,
Sigma 5.0,,19-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_147,DR_089,Sigma 5.0,DF,20-09-23,12:00,18-09-23,,,,L40,GM00,√,ใช้,,3/18/2026,,Received,9/22/2023,
Sigma 3.5,,19-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_147,DR_089,Sigma 3.5,PMT+PLT,19-09-23,16:00,19-09-23,,,,S8,GM00,√,ใช้,,3/18/2026,,Received,9/21/2023,มีเคสใช้ต่อ
Sigma Nail,,19-09-23,,REF_MASKED,,BKK,SALES_004,HOSP_478,DR_345,Sigma Nail,Retrograde,20-09-23,18:00,19-09-23,,,,R2,GL01,√,ใช้,,3/18/2026,,Received,9/22/2023,
Sigma Nail,,19-09-23,,REF_MASKED,,BKK,SALES_005,HOSP_394,DR_193,Sigma Nail,PFNA SL,22-09-23,9:00,21-09-23,,,,N15,GL06,√,ใช้,,3/18/2026,,Received,9/22/2023,
